Year,LEA,LEA Name,School,School Name,Grade,Enrolled Count,Create Date
2023,07,Cecil,0311,Holly Hall Elementary,All Grades,436,20230214
2023,07,Cecil,0313,Cherry Hill Middle,Grade 6,136,20230214
2023,07,Cecil,0313,Cherry Hill Middle,Grade 7,128,20230214
2023,07,Cecil,0313,Cherry Hill Middle,Grade 8,137,20230214
2023,07,Cecil,0313,Cherry Hill Middle,All Grades,401,20230214
2023,07,Cecil,0315,Leeds Elementary,Prekindergarten Age 4,22,20230214
2023,07,Cecil,0315,Leeds Elementary,Kindergarten,41,20230214
2023,07,Cecil,0315,Leeds Elementary,Grade 1,59,20230214
2023,07,Cecil,0315,Leeds Elementary,Grade 2,54,20230214
2023,07,Cecil,0315,Leeds Elementary,Grade 3,50,20230214
2023,07,Cecil,0315,Leeds Elementary,Grade 4,53,20230214
2023,07,Cecil,0315,Leeds Elementary,Grade 5,55,20230214
2023,07,Cecil,0315,Leeds Elementary,All Grades,334,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Prekindergarten Age 4,43,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Kindergarten,81,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Grade 1,71,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Grade 2,68,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Grade 3,57,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Grade 4,69,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,Grade 5,92,20230214
2023,07,Cecil,0316,Thomson Estates Elementary,All Grades,481,20230214
2023,07,Cecil,0317,Kenmore Elementary,Prekindergarten Age 4,18,20230214
2023,07,Cecil,0317,Kenmore Elementary,Kindergarten,56,20230214
2023,07,Cecil,0317,Kenmore Elementary,Grade 1,44,20230214
2023,07,Cecil,0317,Kenmore Elementary,Grade 2,46,20230214
2023,07,Cecil,0317,Kenmore Elementary,Grade 3,36,20230214
2023,07,Cecil,0317,Kenmore Elementary,Grade 4,43,20230214
2023,07,Cecil,0317,Kenmore Elementary,Grade 5,43,20230214
2023,07,Cecil,0317,Kenmore Elementary,All Grades,286,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Prekindergarten Age 4,54,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Kindergarten,70,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Grade 1,62,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Grade 2,63,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Grade 3,59,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Grade 4,63,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,Grade 5,53,20230214
2023,07,Cecil,0401,Cecil Manor Elementary,All Grades,424,20230214
2023,07,Cecil,0504,North East Middle,Grade 6,261,20230214
2023,07,Cecil,0504,North East Middle,Grade 7,243,20230214
2023,07,Cecil,0504,North East Middle,Grade 8,287,20230214
2023,07,Cecil,0504,North East Middle,All Grades,791,20230214
2023,07,Cecil,0506,North East Elementary,Prekindergarten Age 4,41,20230214
2023,07,Cecil,0506,North East Elementary,Kindergarten,91,20230214
2023,07,Cecil,0506,North East Elementary,Grade 1,72,20230214
2023,07,Cecil,0506,North East Elementary,Grade 2,90,20230214
2023,07,Cecil,0506,North East Elementary,Grade 3,100,20230214
2023,07,Cecil,0506,North East Elementary,Grade 4,100,20230214
2023,07,Cecil,0506,North East Elementary,Grade 5,98,20230214
2023,07,Cecil,0506,North East Elementary,All Grades,592,20230214
2023,07,Cecil,0510,Bay View Elementary,Prekindergarten Age 4,70,20230214
2023,07,Cecil,0510,Bay View Elementary,Kindergarten,64,20230214
2023,07,Cecil,0510,Bay View Elementary,Grade 1,85,20230214
2023,07,Cecil,0510,Bay View Elementary,Grade 2,75,20230214
2023,07,Cecil,0510,Bay View Elementary,Grade 3,49,20230214
2023,07,Cecil,0510,Bay View Elementary,Grade 4,66,20230214
2023,07,Cecil,0510,Bay View Elementary,Grade 5,59,20230214
2023,07,Cecil,0510,Bay View Elementary,All Grades,468,20230214
2023,07,Cecil,0513,Charlestown Elementary,Prekindergarten Age 4,20,20230214
2023,07,Cecil,0513,Charlestown Elementary,Kindergarten,32,20230214
2023,07,Cecil,0513,Charlestown Elementary,Grade 1,50,20230214
2023,07,Cecil,0513,Charlestown Elementary,Grade 2,36,20230214
2023,07,Cecil,0513,Charlestown Elementary,Grade 3,42,20230214
2023,07,Cecil,0513,Charlestown Elementary,Grade 4,39,20230214
2023,07,Cecil,0513,Charlestown Elementary,Grade 5,53,20230214
2023,07,Cecil,0513,Charlestown Elementary,All Grades,272,20230214
2023,07,Cecil,0514,North East High,Grade 9,312,20230214
2023,07,Cecil,0514,North East High,Grade 10,262,20230214
2023,07,Cecil,0514,North East High,Grade 11,258,20230214
2023,07,Cecil,0514,North East High,Grade 12,237,20230214
2023,07,Cecil,0514,North East High,All Grades,1069,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Prekindergarten Age 4,20,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Kindergarten,67,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Grade 1,45,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Grade 2,57,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Grade 3,69,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Grade 4,83,20230214
2023,07,Cecil,0515,Elk Neck Elementary,Grade 5,63,20230214
2023,07,Cecil,0515,Elk Neck Elementary,All Grades,404,20230214
2023,07,Cecil,0606,Rising Sun Middle School,Grade 6,201,20230214
2023,07,Cecil,0606,Rising Sun Middle School,Grade 7,203,20230214
2023,07,Cecil,0606,Rising Sun Middle School,Grade 8,215,20230214
2023,07,Cecil,0606,Rising Sun Middle School,All Grades,619,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Prekindergarten Age 4,72,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Kindergarten,78,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Grade 1,96,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Grade 2,86,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Grade 3,98,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Grade 4,89,20230214
2023,07,Cecil,0607,Rising Sun Elementary,Grade 5,90,20230214
2023,07,Cecil,0607,Rising Sun Elementary,All Grades,609,20230214
2023,07,Cecil,0701,Perryville Middle,Grade 6,183,20230214
2023,07,Cecil,0701,Perryville Middle,Grade 7,179,20230214
2023,07,Cecil,0701,Perryville Middle,Grade 8,195,20230214
2023,07,Cecil,0701,Perryville Middle,All Grades,557,20230214
2023,07,Cecil,0703,Perryville Elementary,Prekindergarten Age 4,59,20230214
2023,07,Cecil,0703,Perryville Elementary,Kindergarten,64,20230214
2023,07,Cecil,0703,Perryville Elementary,Grade 1,61,20230214
2023,07,Cecil,0703,Perryville Elementary,Grade 2,69,20230214
2023,07,Cecil,0703,Perryville Elementary,Grade 3,55,20230214
2023,07,Cecil,0703,Perryville Elementary,Grade 4,59,20230214
2023,07,Cecil,0703,Perryville Elementary,Grade 5,54,20230214
2023,07,Cecil,0703,Perryville Elementary,All Grades,421,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Prekindergarten Age 4,43,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Kindergarten,44,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Grade 1,59,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Grade 2,35,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Grade 3,43,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Grade 4,37,20230214
2023,07,Cecil,0704,Bainbridge Elementary,Grade 5,43,20230214
2023,07,Cecil,0704,Bainbridge Elementary,All Grades,304,20230214
2023,07,Cecil,0705,Perryville High,Grade 9,239,20230214
2023,07,Cecil,0705,Perryville High,Grade 10,212,20230214
2023,07,Cecil,0705,Perryville High,Grade 11,211,20230214
2023,07,Cecil,0705,Perryville High,Grade 12,196,20230214
2023,07,Cecil,0705,Perryville High,All Grades,858,20230214
2023,07,Cecil,0801,Conowingo Elementary,Prekindergarten Age 4,31,20230214
2023,07,Cecil,0801,Conowingo Elementary,Kindergarten,56,20230214
2023,07,Cecil,0801,Conowingo Elementary,Grade 1,45,20230214
2023,07,Cecil,0801,Conowingo Elementary,Grade 2,60,20230214
2023,07,Cecil,0801,Conowingo Elementary,Grade 3,75,20230214
2023,07,Cecil,0801,Conowingo Elementary,Grade 4,58,20230214
2023,07,Cecil,0801,Conowingo Elementary,Grade 5,63,20230214
2023,07,Cecil,0801,Conowingo Elementary,All Grades,388,20230214
2023,07,Cecil,0904,Calvert Elementary,Prekindergarten Age 4,22,20230214
2023,07,Cecil,0904,Calvert Elementary,Kindergarten,60,20230214
2023,07,Cecil,0904,Calvert Elementary,Grade 1,48,20230214
2023,07,Cecil,0904,Calvert Elementary,Grade 2,71,20230214
2023,07,Cecil,0904,Calvert Elementary,Grade 3,60,20230214
2023,07,Cecil,0904,Calvert Elementary,Grade 4,64,20230214
2023,07,Cecil,0904,Calvert Elementary,Grade 5,74,20230214
2023,07,Cecil,0904,Calvert Elementary,All Grades,399,20230214
2023,07,Cecil,0905,Rising Sun High,Grade 9,300,20230214
2023,07,Cecil,0905,Rising Sun High,Grade 10,280,20230214
2023,07,Cecil,0905,Rising Sun High,Grade 11,266,20230214
2023,07,Cecil,0905,Rising Sun High,Grade 12,260,20230214
2023,07,Cecil,0905,Rising Sun High,All Grades,1106,20230214
2023,07,Cecil,A,All Cecil Schools,All Prekindergarten,705,20230214
2023,07,Cecil,A,All Cecil Schools,All Kindergarten ,1031,20230214
2023,07,Cecil,A,All Cecil Schools,All Elementary Grades,5219,20230214
2023,07,Cecil,A,All Cecil Schools,All Middle School Grades,3327,20230214
2023,07,Cecil,A,All Cecil Schools,All High School Grades,4765,20230214
2023,07,Cecil,A,All Cecil Schools,All Grades,15047,20230214
2023,08,Charles,0104,Milton M. Somers Middle School,Grade 6,185,20230214
2023,08,Charles,0104,Milton M. Somers Middle School,Grade 7,239,20230214
2023,08,Charles,0104,Milton M. Somers Middle School,Grade 8,242,20230214
2023,08,Charles,0104,Milton M. Somers Middle School,All Grades,666,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Prekindergarten Age 4,40,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Kindergarten,98,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Grade 1,91,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Grade 2,88,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Grade 3,98,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Grade 4,96,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,Grade 5,126,20230214
2023,08,Charles,0105,Walter J. Mitchell Elementary School,All Grades,637,20230214
2023,08,Charles,0106,La Plata High School,Grade 9,320,20230214
2023,08,Charles,0106,La Plata High School,Grade 10,341,20230214
2023,08,Charles,0106,La Plata High School,Grade 11,290,20230214
2023,08,Charles,0106,La Plata High School,Grade 12,271,20230214
2023,08,Charles,0106,La Plata High School,All Grades,1222,20230214
2023,08,Charles,0108,Maurice J. McDonough High School,Grade 9,339,20230214
2023,08,Charles,0108,Maurice J. McDonough High School,Grade 10,260,20230214
2023,08,Charles,0108,Maurice J. McDonough High School,Grade 11,251,20230214
2023,08,Charles,0108,Maurice J. McDonough High School,Grade 12,237,20230214
2023,08,Charles,0108,Maurice J. McDonough High School,All Grades,1087,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Prekindergarten Age 4,45,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Kindergarten,76,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Grade 1,78,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Grade 2,83,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Grade 3,72,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Grade 4,89,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,Grade 5,108,20230214
2023,08,Charles,0109,Mary H. Matula Elementary School,All Grades,551,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Prekindergarten Age 4,26,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Kindergarten,35,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Grade 1,52,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Grade 2,52,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Grade 3,38,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Grade 4,39,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,Grade 5,45,20230214
2023,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,All Grades,287,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Prekindergarten Age 4,38,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Kindergarten,70,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Grade 1,51,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Grade 2,59,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Grade 3,63,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Grade 4,51,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,Grade 5,79,20230214
2023,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,All Grades,411,20230214
2023,08,Charles,0503,Piccowaxen Middle School,Grade 6,194,20230214
2023,08,Charles,0503,Piccowaxen Middle School,Grade 7,215,20230214
2023,08,Charles,0503,Piccowaxen Middle School,Grade 8,207,20230214
2023,08,Charles,0503,Piccowaxen Middle School,All Grades,616,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Prekindergarten Age 4,55,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Kindergarten,85,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Grade 1,79,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Grade 2,82,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Grade 3,79,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Grade 4,73,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Grade 5,102,20230214
2023,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,All Grades,555,20230214
2023,08,Charles,0605,Thomas Stone High School,Grade 9,376,20230214
2023,08,Charles,0605,Thomas Stone High School,Grade 10,318,20230214
2023,08,Charles,0605,Thomas Stone High School,Grade 11,236,20230214
2023,08,Charles,0605,Thomas Stone High School,Grade 12,247,20230214
2023,08,Charles,0605,Thomas Stone High School,All Grades,1177,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Prekindergarten Age 4,71,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Kindergarten,101,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Grade 1,79,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Grade 2,79,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Grade 3,97,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Grade 4,106,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,Grade 5,107,20230214
2023,08,Charles,0606,J. P. Ryon Elementary School,All Grades,640,20230214
2023,08,Charles,0608,John Hanson Middle School,Grade 6,261,20230214
2023,08,Charles,0608,John Hanson Middle School,Grade 7,280,20230214
2023,08,Charles,0608,John Hanson Middle School,Grade 8,231,20230214
2023,08,Charles,0608,John Hanson Middle School,All Grades,772,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Prekindergarten Age 4,39,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Kindergarten,67,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Grade 1,81,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Grade 2,82,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Grade 3,71,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Grade 4,88,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,Grade 5,86,20230214
2023,08,Charles,0609,Dr. James Craik Elementary School,All Grades,514,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Prekindergarten Age 4,55,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Kindergarten,65,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Grade 1,42,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Grade 2,59,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Grade 3,58,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Grade 4,60,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,Grade 5,74,20230214
2023,08,Charles,0611,Dr. Gustavus Brown Elementary,All Grades,413,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Prekindergarten Age 4,43,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Kindergarten,90,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Grade 1,90,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Grade 2,91,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Grade 3,94,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Grade 4,106,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,Grade 5,105,20230214
2023,08,Charles,0612,Arthur Middleton Elementary School,All Grades,619,20230214
2023,08,Charles,0613,Benjamin Stoddert Middle School,Grade 6,306,20230214
2023,08,Charles,0613,Benjamin Stoddert Middle School,Grade 7,313,20230214
2023,08,Charles,0613,Benjamin Stoddert Middle School,Grade 8,306,20230214
2023,08,Charles,0613,Benjamin Stoddert Middle School,All Grades,925,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Prekindergarten Age 4,58,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Kindergarten,67,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Grade 1,71,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Grade 2,76,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Grade 3,66,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Grade 4,67,20230214
2023,08,Charles,0616,Eva Turner Elementary School,Grade 5,58,20230214
2023,08,Charles,0616,Eva Turner Elementary School,All Grades,463,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Prekindergarten Age 4,62,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Kindergarten,85,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Grade 1,103,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Grade 2,101,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Grade 3,96,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Grade 4,86,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Grade 5,95,20230214
2023,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,All Grades,628,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Prekindergarten Age 4,42,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Kindergarten,94,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Grade 1,87,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Grade 2,103,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Grade 3,112,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Grade 4,99,20230214
2023,08,Charles,0618,William B. Wade Elementary School,Grade 5,105,20230214
2023,08,Charles,0618,William B. Wade Elementary School,All Grades,642,20230214
2023,08,Charles,0619,Westlake High School,Grade 9,320,20230214
2023,08,Charles,0619,Westlake High School,Grade 10,343,20230214
2023,08,Charles,0619,Westlake High School,Grade 11,284,20230214
2023,08,Charles,0619,Westlake High School,Grade 12,282,20230214
2023,08,Charles,0619,Westlake High School,All Grades,1229,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Prekindergarten Age 4,55,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Kindergarten,90,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Grade 1,86,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Grade 2,82,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Grade 3,92,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Grade 4,80,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,Grade 5,90,20230214
2023,08,Charles,0620,C. Paul Barnhart Elementary School,All Grades,575,20230214
2023,08,Charles,0621,Mattawoman Middle School,Grade 6,308,20230214
2023,08,Charles,0621,Mattawoman Middle School,Grade 7,306,20230214
2023,08,Charles,0621,Mattawoman Middle School,Grade 8,320,20230214
2023,08,Charles,0621,Mattawoman Middle School,All Grades,934,20230214
2023,08,Charles,0622,Berry Elementary School,Prekindergarten Age 4,41,20230214
2023,08,Charles,0622,Berry Elementary School,Kindergarten,92,20230214
2023,08,Charles,0622,Berry Elementary School,Grade 1,111,20230214
2023,08,Charles,0622,Berry Elementary School,Grade 2,109,20230214
2023,08,Charles,0622,Berry Elementary School,Grade 3,115,20230214
2023,08,Charles,0622,Berry Elementary School,Grade 4,123,20230214
2023,08,Charles,0622,Berry Elementary School,Grade 5,130,20230214
2023,08,Charles,0622,Berry Elementary School,All Grades,721,20230214
2023,08,Charles,0623,North Point High School,Grade 9,505,20230214
2023,08,Charles,0623,North Point High School,Grade 10,513,20230214
2023,08,Charles,0623,North Point High School,Grade 11,417,20230214
2023,08,Charles,0623,North Point High School,Grade 12,432,20230214
2023,08,Charles,0623,North Point High School,All Grades,1867,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Prekindergarten Age 4,41,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Kindergarten,113,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Grade 1,129,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Grade 2,132,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Grade 3,125,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Grade 4,141,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,Grade 5,147,20230214
2023,08,Charles,0624,William A. Diggs Elementary School,All Grades,828,20230214
2023,08,Charles,0625,Theodore G. Davis Middle School,Grade 6,332,20230214
2023,08,Charles,0625,Theodore G. Davis Middle School,Grade 7,341,20230214
2023,08,Charles,0625,Theodore G. Davis Middle School,Grade 8,370,20230214
2023,08,Charles,0625,Theodore G. Davis Middle School,All Grades,1043,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Prekindergarten Age 4,39,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Kindergarten,94,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Grade 1,100,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Grade 2,90,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Grade 3,93,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Grade 4,98,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,Grade 5,113,20230214
2023,08,Charles,0626,Mary B. Neal Elementary School,All Grades,627,20230214
2023,08,Charles,0627,Billingsley Elementary School,Prekindergarten Age 4,41,20230214
2023,08,Charles,0627,Billingsley Elementary School,Kindergarten,95,20230214
2023,08,Charles,0627,Billingsley Elementary School,Grade 1,100,20230214
2023,08,Charles,0627,Billingsley Elementary School,Grade 2,99,20230214
2023,08,Charles,0627,Billingsley Elementary School,Grade 3,102,20230214
2023,08,Charles,0627,Billingsley Elementary School,Grade 4,122,20230214
2023,08,Charles,0627,Billingsley Elementary School,Grade 5,118,20230214
2023,08,Charles,0627,Billingsley Elementary School,All Grades,677,20230214
2023,08,Charles,0701,Matthew Henson Middle School,Grade 6,227,20230214
2023,08,Charles,0701,Matthew Henson Middle School,Grade 7,224,20230214
2023,08,Charles,0701,Matthew Henson Middle School,Grade 8,259,20230214
2023,08,Charles,0701,Matthew Henson Middle School,All Grades,710,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Prekindergarten Age 4,44,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Kindergarten,89,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Grade 1,98,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Grade 2,72,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Grade 3,104,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Grade 4,104,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,Grade 5,127,20230214
2023,08,Charles,0703,J. C. Parks Elementary School,All Grades,638,20230214
2023,08,Charles,0705,General Smallwood Middle School,Grade 6,176,20230214
2023,08,Charles,0705,General Smallwood Middle School,Grade 7,167,20230214
2023,08,Charles,0705,General Smallwood Middle School,Grade 8,200,20230214
2023,08,Charles,0705,General Smallwood Middle School,All Grades,543,20230214
2023,08,Charles,0710,Indian Head Elementary School,Prekindergarten Age 4,52,20230214
2023,08,Charles,0710,Indian Head Elementary School,Kindergarten,69,20230214
2023,08,Charles,0710,Indian Head Elementary School,Grade 1,79,20230214
2023,08,Charles,0710,Indian Head Elementary School,Grade 2,60,20230214
2023,08,Charles,0710,Indian Head Elementary School,Grade 3,62,20230214
2023,08,Charles,0710,Indian Head Elementary School,Grade 4,70,20230214
2023,08,Charles,0710,Indian Head Elementary School,Grade 5,67,20230214
2023,08,Charles,0710,Indian Head Elementary School,All Grades,459,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Prekindergarten Age 4,22,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Kindergarten,81,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Grade 1,101,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Grade 2,70,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Grade 3,91,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Grade 4,104,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,Grade 5,84,20230214
2023,08,Charles,0801,T. C. Martin Elementary School,All Grades,553,20230214
2023,08,Charles,0802,St. Charles High School,Grade 9,441,20230214
2023,08,Charles,0802,St. Charles High School,Grade 10,430,20230214
2023,08,Charles,0802,St. Charles High School,Grade 11,355,20230214
2023,08,Charles,0802,St. Charles High School,Grade 12,343,20230214
2023,08,Charles,0802,St. Charles High School,All Grades,1569,20230214
2023,08,Charles,0902,Malcolm Elementary School,Prekindergarten Age 4,28,20230214
2023,08,Charles,0902,Malcolm Elementary School,Kindergarten,49,20230214
2023,08,Charles,0902,Malcolm Elementary School,Grade 1,65,20230214
2023,08,Charles,0902,Malcolm Elementary School,Grade 2,70,20230214
2023,08,Charles,0902,Malcolm Elementary School,Grade 3,60,20230214
2023,08,Charles,0902,Malcolm Elementary School,Grade 4,76,20230214
2023,08,Charles,0902,Malcolm Elementary School,Grade 5,64,20230214
2023,08,Charles,0902,Malcolm Elementary School,All Grades,412,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Prekindergarten Age 4,21,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Kindergarten,50,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Grade 1,41,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Grade 2,54,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Grade 3,61,20230214
2023,08,Charles,1001,Gale-Bailey Elementary School,Grade 4,54,20230214
