Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Attend Rate Pct,Days Attended Cnt,Days Member Cnt,Fewer 5 Pct,Fewer 5 Cnt,More 20 Pct,More 20 Cnt,More 90 Member Cnt,Chronic Absentee Cnt,Chronic Absentee Denom,Chronic Absentee Pct,Create Date
2020,30,Baltimore City,0008,City Springs Elementary/Middle,Middle,90.6,26559.0,29329.0,34.0,81,15.5,37,238,100,264,37.9,20220125
2020,30,Baltimore City,0008,City Springs Elementary/Middle,All,90.1,63598.5,70609.0,28.3,160,16.5,93,565,294,698,42.1,20220125
2020,30,Baltimore City,0010,James McHenry Elementary/Middle,Elementary,88.6,31607.5,35681.0,29.6,83,20.7,58,280,154,370,41.6,20220125
2020,30,Baltimore City,0010,James McHenry Elementary/Middle,Middle,90.4,24404.5,27006.0,38.1,82,14.0,30,215,74,236,31.4,20220125
2020,30,Baltimore City,0010,James McHenry Elementary/Middle,All,89.4,56012.0,62687.0,33.3,165,17.8,88,495,228,606,37.6,20220125
2020,30,Baltimore City,0011,Eutaw-Marshburn Elementary,Elementary,91.2,21694.0,23799.0,41.1,76,11.4,21,185,92,266,34.6,20220125
2020,30,Baltimore City,0012,Lakeland Elementary/Middle,Elementary,94.6,57526.5,60784.0,49.7,238,<= 5.0,*,479,133,668,19.9,20220125
2020,30,Baltimore City,0012,Lakeland Elementary/Middle,Middle,>= 95.0,*,*,53.7,153,<= 5.0,*,285,28,310,9.0,20220125
2020,30,Baltimore City,0012,Lakeland Elementary/Middle,All,>= 95.0,*,*,51.2,391,<= 5.0,*,764,161,978,16.5,20220125
2020,30,Baltimore City,0013,Tench Tilghman Elementary/Middle,Elementary,>= 95.0,*,*,67.9,131,<= 5.0,*,193,24,279,8.6,20220125
2020,30,Baltimore City,0013,Tench Tilghman Elementary/Middle,Middle,>= 95.0,*,*,77.8,77,<= 5.0,*,99,7,111,6.3,20220125
2020,30,Baltimore City,0013,Tench Tilghman Elementary/Middle,All,>= 95.0,*,*,71.2,208,<= 5.0,*,292,31,390,7.9,20220125
2020,30,Baltimore City,0015,Stadium School,Middle,92.9,46272.5,49805.0,51.4,205,9.5,38,399,108,445,24.3,20220125
2020,30,Baltimore City,0016,Johnston Square Elementary,Elementary,84.5,20462.0,24214.0,17.4,33,31.1,59,190,161,287,56.1,20220125
2020,30,Baltimore City,0021,Hilton Elementary,Elementary,89.2,26876.5,30144.0,26.2,62,18.6,44,237,143,336,42.6,20220125
2020,30,Baltimore City,0022,George Washington Elementary,Elementary,90.9,16872.0,18552.0,32.4,48,13.5,20,148,69,189,36.5,20220125
2020,30,Baltimore City,0023,Wolfe Street Academy,Elementary,>= 95.0,*,*,60.1,116,<= 5.0,*,193,20,243,8.2,20220125
2020,30,Baltimore City,0027,Commodore John Rogers Elementary/Middle,Elementary,90.3,51192.5,56668.0,32.7,146,14.3,64,447,193,570,33.9,20220125
2020,30,Baltimore City,0027,Commodore John Rogers Elementary/Middle,Middle,91.3,33728.0,36931.0,36.0,105,13.0,38,292,84,316,26.6,20220125
2020,30,Baltimore City,0027,Commodore John Rogers Elementary/Middle,All,90.7,84920.5,93599.0,34.0,251,13.8,102,739,277,886,31.3,20220125
2020,30,Baltimore City,0028,Sandtown-Winchester Achievement Academy,Elementary,85.9,22884.5,26644.0,18.9,39,23.3,48,206,164,305,53.8,20220125
